LocationType,Location,TimeFrame,DataFormat,Data
County,Coffee,2004,Number,1152
County,Coffee,2005,Number,1183
County,Coffee,2006,Number,1183
County,Coffee,2007,Number,1185
County,Coffee,2008,Number,1280
County,Coffee,2009,Number,1364
County,Coffee,2009,Percent,0.3294
County,Coffee,2015,Number,1560
County,Coffee,2015,Percent,0.47518
County,Coffee,2014,Number,1505
County,Coffee,2014,Percent,0.4687
County,Coffee,2013,Number,1753
County,Coffee,2013,Percent,0.54594
County,Coffee,2012,Number,1753
County,Coffee,2012,Percent,0.52738
County,Coffee,2011,Number,1807
County,Coffee,2011,Percent,0.53493
County,Coffee,2010,Number,1979
County,Coffee,2010,Percent,0.56398
County,Coffee,2016,Number,1532
County,Coffee,2016,Percent,0.43935
County,Coffee,2017,Number,1373
County,Coffee,2017,Percent,0.39139
County,Coffee,2018,Number,1452
County,Coffee,2018,Percent,0.4125
County,Coffee,2019,Number,1291
County,Coffee,2019,Percent,0.36676
County,Crockett,1999,Percent,0.412
County,Crockett,2000,Percent,0.406
County,Crockett,2001,Percent,0.406
County,Crockett,2002,Percent,0.426
County,Crockett,2003,Percent,0.455
County,Crockett,2004,Percent,0.401
County,Crockett,2005,Percent,0.385
County,Crockett,2006,Percent,0.381
County,Crockett,2007,Percent,0.3765
County,Crockett,2008,Percent,0.39925
County,Crockett,1999,Number,458
County,Crockett,2000,Number,459
County,Crockett,2001,Number,460
County,Crockett,2002,Number,488
County,Crockett,2003,Number,525
County,Crockett,2004,Number,465
County,Crockett,2005,Number,451
County,Crockett,2006,Number,451
County,Crockett,2007,Number,407
County,Crockett,2008,Number,436
County,Crockett,2009,Number,420
County,Crockett,2009,Percent,0.3806
County,Crockett,2015,Number,506
County,Crockett,2015,Percent,0.62086
County,Crockett,2014,Number,532
County,Crockett,2014,Percent,0.62295
County,Crockett,2013,Number,580
County,Crockett,2013,Percent,0.69212
County,Crockett,2012,Number,586
County,Crockett,2012,Percent,0.65917
County,Crockett,2011,Number,564
County,Crockett,2011,Percent,0.60256
County,Crockett,2010,Number,566
County,Crockett,2010,Percent,0.58592
County,Crockett,2016,Number,481
County,Crockett,2016,Percent,0.53504
County,Crockett,2017,Number,484
County,Crockett,2017,Percent,0.54566
County,Crockett,2018,Number,444
County,Crockett,2018,Percent,0.53301
County,Crockett,2019,Number,393
County,Crockett,2019,Percent,0.47179
County,Cumberland,1999,Percent,0.289
County,Cumberland,2000,Percent,0.295
County,Cumberland,2001,Percent,0.292
County,Cumberland,2002,Percent,0.304
County,Cumberland,2003,Percent,0.301
County,Cumberland,2004,Percent,0.244
County,Cumberland,2005,Percent,0.27
County,Cumberland,2006,Percent,0.269
County,Cumberland,2007,Percent,0.29928
County,Cumberland,2008,Percent,0.31245
County,Cumberland,1999,Number,888
County,Cumberland,2000,Number,914
County,Cumberland,2001,Number,932
County,Cumberland,2002,Number,960
County,Cumberland,2003,Number,959
County,Cumberland,2004,Number,782
County,Cumberland,2005,Number,875
County,Cumberland,2006,Number,875
County,Cumberland,2007,Number,961
County,Cumberland,2008,Number,1010
County,Cumberland,2009,Number,1048
County,Cumberland,2009,Percent,0.3221
County,Cumberland,2015,Number,1408
County,Cumberland,2015,Percent,0.49911
County,Cumberland,2014,Number,1433
County,Cumberland,2014,Percent,0.49482
County,Cumberland,2013,Number,1569
County,Cumberland,2013,Percent,0.54404
County,Cumberland,2012,Number,1603
County,Cumberland,2012,Percent,0.56743
County,Cumberland,2011,Number,1777
County,Cumberland,2011,Percent,0.64361
County,Cumberland,2010,Number,1578
County,Cumberland,2010,Percent,0.56763
County,Cumberland,2016,Number,1404
County,Cumberland,2016,Percent,0.48682
County,Cumberland,2017,Number,1378
County,Cumberland,2017,Percent,0.48658
County,Cumberland,2018,Number,1444
County,Cumberland,2018,Percent,0.53422
County,Cumberland,2019,Number,1310
County,Cumberland,2019,Percent,0.48465
County,Davidson,1999,Percent,0.181
County,Davidson,2000,Percent,0.172
County,Davidson,2001,Percent,0.208
County,Davidson,2002,Percent,0.21
County,Davidson,2003,Percent,0.213
County,Davidson,2004,Percent,0.208
County,Davidson,2005,Percent,0.214
County,Davidson,2006,Percent,0.21
County,Davidson,2007,Percent,0.1958
County,Davidson,2008,Percent,0.20671
County,Davidson,1999,Number,8717
