LocationType,Location,TimeFrame,DataFormat,Data
County,Cheatham,2009,Percent,0.037
County,Cheatham,1999,Number,242
County,Cheatham,2000,Number,142
County,Cheatham,2001,Number,156
County,Cheatham,2002,Number,159
County,Cheatham,2003,Number,187
County,Cheatham,2004,Number,219
County,Cheatham,2005,Number,318
County,Cheatham,2006,Number,268
County,Cheatham,2007,Number,250
County,Cheatham,2008,Number,324
County,Cheatham,2009,Number,375
County,Cheatham,2010,Number,389
County,Cheatham,2010,Percent,0.0399
County,Cheatham,2011,Number,386.25
County,Cheatham,2011,Percent,0.04069
County,Cheatham,2012,Number,417.91667
County,Cheatham,2012,Percent,0.04432
County,Cheatham,2013,Number,423.41667
County,Cheatham,2013,Percent,0.04566
County,Cheatham,2014,Number,414.5
County,Cheatham,2014,Percent,0.04485
County,Cheatham,2015,Number,314.91667
County,Cheatham,2015,Percent,0.03505
County,Cheatham,2016,Number,248.5
County,Cheatham,2016,Percent,0.02766
County,Cheatham,2017,Number,214.83333
County,Cheatham,2017,Percent,0.02383
County,Cheatham,2018,Number,170
County,Cheatham,2018,Percent,0.01916
County,Cheatham,2019,Number,154
County,Cheatham,2019,Percent,0.0176
County,Chester,1999,Percent,0.042
County,Chester,2000,Percent,0.054
County,Chester,2001,Percent,0.051
County,Chester,2002,Percent,0.061
County,Chester,2003,Percent,0.053
County,Chester,2004,Percent,0.065
County,Chester,2005,Percent,0.063
County,Chester,2006,Percent,0.064
County,Chester,2007,Percent,0.07332
County,Chester,2008,Percent,0.07364
County,Chester,2009,Percent,0.078
County,Chester,1999,Number,151
County,Chester,2000,Number,195
County,Chester,2001,Number,193
County,Chester,2002,Number,237
County,Chester,2003,Number,212
County,Chester,2004,Number,266
County,Chester,2005,Number,261
County,Chester,2006,Number,271
County,Chester,2007,Number,269
County,Chester,2008,Number,274
County,Chester,2009,Number,293
County,Chester,2010,Number,318
County,Chester,2010,Percent,0.0797
County,Chester,2011,Number,320.08333
County,Chester,2011,Percent,0.07837
County,Chester,2012,Number,324.16667
County,Chester,2012,Percent,0.0811
County,Chester,2013,Number,310.75
County,Chester,2013,Percent,0.07761
County,Chester,2014,Number,311.25
County,Chester,2014,Percent,0.07807
County,Chester,2015,Number,259.25
County,Chester,2015,Percent,0.06499
County,Chester,2016,Number,204.5
County,Chester,2016,Percent,0.05127
County,Chester,2017,Number,168.58333
County,Chester,2017,Percent,0.04287
County,Chester,2018,Number,133.5
County,Chester,2018,Percent,0.03368
County,Chester,2019,Number,97
County,Chester,2019,Percent,0.02473
County,Claiborne,1999,Percent,0.094
County,Claiborne,2000,Percent,0.087
County,Claiborne,2001,Percent,0.084
County,Claiborne,2002,Percent,0.084
County,Claiborne,2003,Percent,0.078
County,Claiborne,2004,Percent,0.077
County,Claiborne,2005,Percent,0.079
County,Claiborne,2006,Percent,0.076
County,Claiborne,2007,Percent,0.07266
County,Claiborne,2008,Percent,0.06095
County,Claiborne,2009,Percent,0.061
County,Claiborne,1999,Number,669
County,Claiborne,2000,Number,625
County,Claiborne,2001,Number,595
County,Claiborne,2002,Number,585
County,Claiborne,2003,Number,544
County,Claiborne,2004,Number,540
County,Claiborne,2005,Number,552
County,Claiborne,2006,Number,534
County,Claiborne,2007,Number,503
County,Claiborne,2008,Number,421
County,Claiborne,2009,Number,422
County,Claiborne,2010,Number,422
County,Claiborne,2010,Percent,0.0623
County,Claiborne,2011,Number,420.75
County,Claiborne,2011,Percent,0.06364
County,Claiborne,2012,Number,392.75
County,Claiborne,2012,Percent,0.06082
County,Claiborne,2013,Number,347.33333
County,Claiborne,2013,Percent,0.05608
County,Claiborne,2014,Number,327
County,Claiborne,2014,Percent,0.0526
County,Claiborne,2015,Number,292.5
County,Claiborne,2015,Percent,0.04706
County,Claiborne,2016,Number,240.33333
County,Claiborne,2016,Percent,0.03866
County,Claiborne,2017,Number,262.16667
County,Claiborne,2017,Percent,0.04338
County,Claiborne,2018,Number,244.58333
County,Claiborne,2018,Percent,0.04027
County,Claiborne,2019,Number,240
County,Claiborne,2019,Percent,0.03932
County,Clay,1999,Percent,0.06
County,Clay,2000,Percent,0.063
County,Clay,2001,Percent,0.062
County,Clay,2002,Percent,0.066
County,Clay,2003,Percent,0.06
County,Clay,2004,Percent,0.058
County,Clay,2005,Percent,0.072
County,Clay,2006,Percent,0.072
